date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:00:55	430998/430998	---M--	200	added ('OK')	image/jpeg	etag:%2269396-5d00b984be6cc%22	http://localhost:8080/mfweb/images/CIRP%20Banner.jpg	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/CIRP%20Banner.jpg	(from http://localhost:8080/mfweb/index.php/about/background)
22:00:55	7894/7894	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:00:55%20GMT	http://localhost:8080/mfweb/index.php/component/mailto/?tmpl=component&template=tx_appy&link=bdf23470dbbee70617f0590e7a8dfc3db0a554bf	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/mailto/index5ba8.html	(from http://localhost:8080/mfweb/index.php/about/mfisheries-at-sea)
22:01:06	128755/128755	---M--	200	added ('OK')	image/png	etag:%221f6f3-5d00b9854a5ac%22	http://localhost:8080/mfweb/images/button_navigation.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/button_navigation.png	(from http://localhost:8080/mfweb/index.php/about/mfisheries-at-sea)
22:01:13	105270/105270	---M--	200	added ('OK')	image/png	etag:%2219b36-5d00b98521d8e%22	http://localhost:8080/mfweb/images/button_weather.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/button_weather.png	(from http://localhost:8080/mfweb/index.php/about/mfisheries-at-sea)
22:01:21	89092/89092	---M--	200	added ('OK')	image/png	etag:%2215c04-5d00b985163a7%22	http://localhost:8080/mfweb/images/button_information.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/button_information.png	(from http://localhost:8080/mfweb/index.php/about/mfisheries-at-sea)
22:01:25	78342/78342	---M--	200	added ('OK')	image/png	etag:%2213206-5d00b9855f269%22	http://localhost:8080/mfweb/images/button_camera.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/button_camera.png	(from http://localhost:8080/mfweb/index.php/about/mfisheries-at-sea)
22:01:28	280635/280635	---M--	200	added ('OK')	image/jpeg	etag:%224483b-5d00b984e25a2%22	http://localhost:8080/mfweb/images/Bannernew02.jpg	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/Bannernew02.jpg	(from http://localhost:8080/mfweb/index.php/about/objectives)
22:01:29	5498/5498	---M--	200	added ('OK')	application/rss+xml	date:Sun,%2028%20Aug%202022%2002:01:28%20GMT	http://localhost:8080/mfweb/index.php/about/value-proposition?format=feed&type=rss	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/value-propositionc0d0	(from http://localhost:8080/mfweb/index.php/about/value-proposition)
22:01:32	10965/10965	---MC-	200	added ('OK')	application/atom+xml	date:Sun,%2028%20Aug%202022%2002:01:29%20GMT	http://localhost:8080/mfweb/index.php/about/value-proposition?format=feed&type=atom	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/value-proposition7b17	(from http://localhost:8080/mfweb/index.php/about/value-proposition)
22:01:34	20740/20740	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:01:32%20GMT	http://localhost:8080/mfweb/index.php/about/value-proposition/17-value-proposition/9-value-proposition	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/value-proposition/17-value-proposition/9-value-proposition.html	(from http://localhost:8080/mfweb/index.php/about/value-proposition)
22:01:35	10855/10855	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:01:34%20GMT	http://localhost:8080/mfweb/index.php/about/value-proposition/17-value-proposition/9-value-proposition?tmpl=component&print=1&page=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/value-proposition/17-value-proposition/9-value-propositionabf8.html	(from http://localhost:8080/mfweb/index.php/about/value-proposition)
22:01:35	89881/89881	---M--	200	added ('OK')	image/png	etag:%2215f19-5d00b984d1725%22	http://localhost:8080/mfweb/images/button_alert.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/button_alert.png	(from http://localhost:8080/mfweb/index.php/about/mfisheries-at-sea)
22:01:36	7894/7894	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:01:35%20GMT	http://localhost:8080/mfweb/index.php/component/mailto/?tmpl=component&template=tx_appy&link=64355604298a9723fe7a395e65119d51a550395e	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/mailto/index558a.html	(from http://localhost:8080/mfweb/index.php/about/value-proposition)
22:01:38	8837/8837	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2028%20Aug%202022%2002:01:36%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/register-2?format=feed&type=rss	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/register-2c0d0	(from http://localhost:8080/mfweb/index.php/get-mfisheries/register-2)
22:01:42	20204/20204	---MC-	200	added ('OK')	application/atom+xml	date:Sun,%2028%20Aug%202022%2002:01:38%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/register-2?format=feed&type=atom	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/register-27b17	(from http://localhost:8080/mfweb/index.php/get-mfisheries/register-2)
22:01:42	110118/110118	---M--	200	added ('OK')	image/png	etag:%221ae26-5d00b98500865%22	http://localhost:8080/mfweb/images/button_sos.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/button_sos.png	(from http://localhost:8080/mfweb/index.php/about/mfisheries-at-sea)
22:01:43	23915/23915	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:01:42%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/register-2/28-download-registration/28-register-2	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/register-2/28-download-registration/28-register-2.html	(from http://localhost:8080/mfweb/index.php/get-mfisheries/register-2)
22:01:44	14030/14030	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:01:43%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/register-2/28-download-registration/28-register-2?tmpl=component&print=1&page=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/register-2/28-download-registration/28-register-2abf8.html	(from http://localhost:8080/mfweb/index.php/get-mfisheries/register-2)
22:01:44	7894/7894	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:01:44%20GMT	http://localhost:8080/mfweb/index.php/component/mailto/?tmpl=component&template=tx_appy&link=ba831ddb54667695f397e9aeee5ebb2e0ccbc0c0	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/mailto/index5a7a.html	(from http://localhost:8080/mfweb/index.php/get-mfisheries/register-2)
22:01:45	3144/3144	---M--	200	added ('OK')	application/rss+xml	date:Sun,%2028%20Aug%202022%2002:01:44%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos?format=feed&type=rss	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/understanding-sosc0d0	(from http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos)
22:01:47	5891/5891	---M--	200	added ('OK')	application/atom+xml	date:Sun,%2028%20Aug%202022%2002:01:45%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos?format=feed&type=atom	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/understanding-sos7b17	(from http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos)
22:01:48	18315/18315	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:01:47%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos/19-understanding-sos/11-understanding-sos	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/understanding-sos/19-understanding-sos/11-understanding-sos.html	(from http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos)
22:01:49	8420/8420	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:01:48%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos/19-understanding-sos/11-understanding-sos?tmpl=component&print=1&page=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/understanding-sos/19-understanding-sos/11-understanding-sosabf8.html	(from http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos)
22:01:51	93920/93920	---M--	200	added ('OK')	image/png	etag:%2216ee0-5d00b9851174c%22	http://localhost:8080/mfweb/images/logo.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/logo.png	(from http://localhost:8080/mfweb/index.php/about/value-proposition)
22:01:51	7894/7894	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:01:51%20GMT	http://localhost:8080/mfweb/index.php/component/mailto/?tmpl=component&template=tx_appy&link=0b049c64fb0997adb38d9661c4fb7ba979265c2a	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/mailto/index37df.html	(from http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos)
22:01:53	52624/52624	---M--	200	added ('OK')	image/jpeg	etag:%22cd90-5d00b9850c86c%22	http://localhost:8080/mfweb/images/mFisheries%20icons%20tiled.jpg	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/mFisheries%20icons%20tiled.jpg	(from http://localhost:8080/mfweb/index.php/get-mfisheries/register-2)
22:02:00	63444/63444	---M--	200	added ('OK')	image/png	etag:%22f7d4-5d00b98407add%22	http://localhost:8080/mfweb/images/RUGBPro.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/RUGBPro.png	(from http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos)
22:02:22	131970/131970	---M--	200	added ('OK')	image/png	etag:%2220382-5d00b98438618%22	http://localhost:8080/mfweb/images/Screen%20Shot%202014-05-15%20at%209.04.37%20AM.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/Screen%20Shot%202014-05-15%20at%209.04.37%20AM.png	(from http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos)
22:02:29	219322/219322	---M--	200	added ('OK')	image/png	etag:%22358ba-5d00b9847999e%22	http://localhost:8080/mfweb/images/Screen%20Shot%202014-05-15%20at%209.04.28%20AM.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/Screen%20Shot%202014-05-15%20at%209.04.28%20AM.png	(from http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos)
22:02:29	234329/234329	---M--	200	added ('OK')	image/png	etag:%2239359-5d00b98473d41%22	http://localhost:8080/mfweb/images/Screen%20Shot%202014-05-15%20at%209.04.14%20AM.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/Screen%20Shot%202014-05-15%20at%209.04.14%20AM.png	(from http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos)
22:02:34	27549/27549	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2028%20Aug%202022%2002:02:29%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/legal?format=feed&type=rss	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/legalc0d0	(from http://localhost:8080/mfweb/index.php/get-mfisheries/legal)
22:02:36	42780/42780	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:34%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/legal/29-legal/29-legal	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/legal/29-legal/29-legal.html	(from http://localhost:8080/mfweb/index.php/get-mfisheries/legal)
22:02:37	32921/32921	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:36%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/legal/29-legal/29-legal?tmpl=component&print=1&page=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/legal/29-legal/29-legalabf8.html	(from http://localhost:8080/mfweb/index.php/get-mfisheries/legal)
22:02:37	344/344	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2028%20Aug%202022%2002:02:37%20GMT	http://localhost:8080/mfweb/legal	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/legal	(from http://localhost:8080/mfweb/index.php/get-mfisheries/legal)
22:02:38	7894/7894	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:38%20GMT	http://localhost:8080/mfweb/index.php/component/mailto/?tmpl=component&template=tx_appy&link=2e20d21dd9fcac76065d0e7f58f9df032b3427e4	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/mailto/indexce81.html	(from http://localhost:8080/mfweb/index.php/get-mfisheries/legal)
22:02:38	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2028%20Aug%202022%2002:02:38%20GMT	http://localhost:8080/mfweb/legal/	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/legal/index.html	(from http://localhost:8080/mfweb/index.php/get-mfisheries/legal)
22:02:39	1406/1406	---M--	200	added ('OK')	application/rss+xml	date:Sun,%2028%20Aug%202022%2002:02:39%20GMT	http://localhost:8080/mfweb/index.php/media-library/download?format=feed&type=rss	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/media-library/downloadc0d0	(from http://localhost:8080/mfweb/index.php/media-library/download)
22:02:39	60554/60554	---MC-	200	added ('OK')	application/atom+xml	date:Sun,%2028%20Aug%202022%2002:02:29%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/legal?format=feed&type=atom	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/legal7b17	(from http://localhost:8080/mfweb/index.php/get-mfisheries/legal)
22:02:40	1850/1850	---M--	200	added ('OK')	application/atom+xml	date:Sun,%2028%20Aug%202022%2002:02:39%20GMT	http://localhost:8080/mfweb/index.php/media-library/download?format=feed&type=atom	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/media-library/download7b17	(from http://localhost:8080/mfweb/index.php/media-library/download)
22:02:41	18932/18932	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:39%20GMT	http://localhost:8080/mfweb/index.php/media-library/download/23-download/14-download	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/media-library/download/23-download/14-download.html	(from http://localhost:8080/mfweb/index.php/media-library/download)
22:02:41	6795/6795	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:40%20GMT	http://localhost:8080/mfweb/index.php/media-library/download/23-download/14-download?tmpl=component&print=1&page=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/media-library/download/23-download/14-downloadabf8.html	(from http://localhost:8080/mfweb/index.php/media-library/download)
22:02:41	1443/1443	---M--	200	added ('OK')	image/gif	etag:%225a3-5d00ba296ba85%22	http://localhost:8080/mfweb/components/com_remository/images/file_icons/music1.gif	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/components/com_remository/images/file_icons/music1.gif	(from http://localhost:8080/mfweb/index.php/media-library/download)
22:02:41	120247/120247	---M--	200	added ('OK')	image/png	etag:%221d5b7-5d00b98482d3b%22	http://localhost:8080/mfweb/images/Screen%20Shot%202014-05-15%20at%209.04.45%20AM.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/Screen%20Shot%202014-05-15%20at%209.04.45%20AM.png	(from http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos)
22:02:41	7894/7894	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:41%20GMT	http://localhost:8080/mfweb/index.php/component/mailto/?tmpl=component&template=tx_appy&link=73b85f18218d945ef19b878b03c0a46829f99f3b	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/mailto/indexd1d7.html	(from http://localhost:8080/mfweb/index.php/media-library/download)
22:02:43	17601/17601	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:41%20GMT	http://localhost:8080/mfweb/index.php/component/remository/Sample/Podcast-6/?Itemid=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/remository/Sample/Podcast-6/index8641.html	(from http://localhost:8080/mfweb/index.php/media-library/download)
22:02:43	2894/2894	---M--	200	added ('OK')	application/rss+xml	date:Sun,%2028%20Aug%202022%2002:02:42%20GMT	http://localhost:8080/mfweb/index.php/media-library/videos?format=feed&type=rss	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/media-library/videosc0d0	(from http://localhost:8080/mfweb/index.php/media-library/videos)
22:02:43	17599/17599	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:42%20GMT	http://localhost:8080/mfweb/index.php/component/remository/Sample/Podcast-5/?Itemid=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/remository/Sample/Podcast-5/index8641.html	(from http://localhost:8080/mfweb/index.php/media-library/download)
22:02:44	17605/17605	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:43%20GMT	http://localhost:8080/mfweb/index.php/component/remository/Sample/Podcast-4/?Itemid=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/remository/Sample/Podcast-4/index8641.html	(from http://localhost:8080/mfweb/index.php/media-library/download)
22:02:45	17599/17599	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:43%20GMT	http://localhost:8080/mfweb/index.php/component/remository/Sample/Podcast-3/?Itemid=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/remository/Sample/Podcast-3/index8641.html	(from http://localhost:8080/mfweb/index.php/media-library/download)
22:02:45	17613/17613	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:44%20GMT	http://localhost:8080/mfweb/index.php/component/remository/Sample/Podcast-2/?Itemid=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/remository/Sample/Podcast-2/index8641.html	(from http://localhost:8080/mfweb/index.php/media-library/download)
22:02:45	1483/1483	---M--	200	added ('OK')	text/css	etag:%225cb-5d00b9c938836%22	http://localhost:8080/mfweb/plugins/content/jw_allvideos/jw_allvideos/tmpl/Classic/css/template.css	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/plugins/content/jw_allvideos/jw_allvideos/tmpl/Classic/css/template.css	(from http://localhost:8080/mfweb/index.php/media-library/videos)
22:02:45	1554/1554	---M--	200	added ('OK')	application/javascript	etag:%22612-5d00b9c9af967%22	http://localhost:8080/mfweb/plugins/content/jw_allvideos/jw_allvideos/includes/js/behaviour.js?v=4.6.1	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/plugins/content/jw_allvideos/jw_allvideos/includes/js/behaviour914c.js	(from http://localhost:8080/mfweb/index.php/media-library/videos)
22:02:45	5748/5748	---M--	200	added ('OK')	application/atom+xml	date:Sun,%2028%20Aug%202022%2002:02:43%20GMT	http://localhost:8080/mfweb/index.php/media-library/videos?format=feed&type=atom	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/media-library/videos7b17	(from http://localhost:8080/mfweb/index.php/media-library/videos)
22:02:47	8513/8513	---M--	200	added ('OK')	application/javascript	etag:%222141-5d00b9c9c106d%22	http://localhost:8080/mfweb/plugins/content/jw_allvideos/jw_allvideos/includes/js/quicktimeplayer/AC_QuickTime.js?v=4.6.1	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/plugins/content/jw_allvideos/jw_allvideos/includes/js/quicktimeplayer/AC_QuickTime914c.js	(from http://localhost:8080/mfweb/index.php/media-library/videos)
22:02:48	17901/17901	---M--	200	added ('OK')	application/javascript	etag:%2245ed-5d00b9cbadb4c%22	http://localhost:8080/mfweb/plugins/content/jw_allvideos/jw_allvideos/includes/js/wmvplayer/silverlight.js?v=4.6.1	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/plugins/content/jw_allvideos/jw_allvideos/includes/js/wmvplayer/silverlight914c.js	(from http://localhost:8080/mfweb/index.php/media-library/videos)
22:02:50	20569/20569	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:48%20GMT	http://localhost:8080/mfweb/index.php/media-library/videos/26-videos/23-videos	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/media-library/videos/26-videos/23-videos.html	(from http://localhost:8080/mfweb/index.php/media-library/videos)
22:02:50	24010/24010	---M--	200	added ('OK')	application/javascript	etag:%225dca-5d00b9cba3839%22	http://localhost:8080/mfweb/plugins/content/jw_allvideos/jw_allvideos/includes/js/wmvplayer/wmvplayer.js?v=4.6.1	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/plugins/content/jw_allvideos/jw_allvideos/includes/js/wmvplayer/wmvplayer914c.js	(from http://localhost:8080/mfweb/index.php/media-library/videos)
22:02:51	7894/7894	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:50%20GMT	http://localhost:8080/mfweb/index.php/component/mailto/?tmpl=component&template=tx_appy&link=773c685970c710ce1ced23d855437d3966b6e8c0	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/mailto/index2a3f.html	(from http://localhost:8080/mfweb/index.php/media-library/videos)
22:02:51	10707/10707	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:50%20GMT	http://localhost:8080/mfweb/index.php/media-library/videos/26-videos/23-videos?tmpl=component&print=1&page=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/media-library/videos/26-videos/23-videosabf8.html	(from http://localhost:8080/mfweb/index.php/media-library/videos)
22:02:52	349/349	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2028%20Aug%202022%2002:02:52%20GMT	http://localhost:8080/wp-content/uploads/2014/08/Enagement-Platform.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/wp-content/uploads/2014/08/Enagement-Platform.png	(from http://localhost:8080/mfweb/index.php/grants)
22:02:52	12110/12110	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:51%20GMT	http://localhost:8080/mfweb/index.php/grants?tmpl=component&print=1&page=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/grantsabf8.html	(from http://localhost:8080/mfweb/index.php/grants)
22:02:53	7894/7894	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:52%20GMT	http://localhost:8080/mfweb/index.php/component/mailto/?tmpl=component&template=tx_appy&link=2fc1ae5056ae26855d4827e33229425368111736	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/mailto/index4afd.html	(from http://localhost:8080/mfweb/index.php/grants)
22:02:53	335/335	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2028%20Aug%202022%2002:02:53%20GMT	http://localhost:8080/wp-content/uploads/2014/08/RugB.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/wp-content/uploads/2014/08/RugB.png	(from http://localhost:8080/mfweb/index.php/grants)
22:02:53	344/344	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2028%20Aug%202022%2002:02:53%20GMT	http://localhost:8080/wp-content/uploads/2014/08/co-management.jpg	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/wp-content/uploads/2014/08/co-management.jpg	(from http://localhost:8080/mfweb/index.php/grants)
22:02:55	20275/20275	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:53%20GMT	http://localhost:8080/mfweb/index.php/grants/2-uncategorised/24-test-gallery	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/grants/2-uncategorised/24-test-gallery.html	(from http://localhost:8080/mfweb/index.php/grants)
22:02:55	51390/51390	---M--	200	added ('OK')	application/javascript	etag:%22c8be-5d00b9cb73760%22	http://localhost:8080/mfweb/plugins/content/jw_allvideos/jw_allvideos/includes/js/jwplayer/jwplayer.js?v=4.6.1	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/plugins/content/jw_allvideos/jw_allvideos/includes/js/jwplayer/jwplayer914c.js	(from http://localhost:8080/mfweb/index.php/media-library/videos)
22:02:55	6782/6782	---M--	200	added ('OK')	application/rss+xml	date:Sun,%2028%20Aug%202022%2002:02:54%20GMT	http://localhost:8080/mfweb/index.php/partners/list-of-partners?format=feed&type=rss	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/partners/list-of-partnersc0d0	(from http://localhost:8080/mfweb/index.php/partners/list-of-partners)
22:02:55	1831155/1831155	---M--	200	added ('OK')	image/png	etag:%221bf0f3-5d00b984b60f1%22	http://localhost:8080/mfweb/images/homepage.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/homepage.png	(from http://localhost:8080/mfweb/)
22:02:57	22025/22025	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:55%20GMT	http://localhost:8080/mfweb/index.php/partners/list-of-partners/8-partners/1-partners	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/partners/list-of-partners/8-partners/1-partners.html	(from http://localhost:8080/mfweb/index.php/partners/list-of-partners)
22:02:57	12157/12157	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:02:56%20GMT	http://localhost:8080/mfweb/index.php/partners/list-of-partners/8-partners/1-partners?tmpl=component&print=1&page=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/partners/list-of-partners/8-partners/1-partnersabf8.html	(from http://localhost:8080/mfweb/index.php/partners/list-of-partners)
22:02:57	14638/14638	---MC-	200	added ('OK')	application/atom+xml	date:Sun,%2028%20Aug%202022%2002:02:55%20GMT	http://localhost:8080/mfweb/index.php/partners/list-of-partners?format=feed&type=atom	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/partners/list-of-partners7b17	(from http://localhost:8080/mfweb/index.php/partners/list-of-partners)
22:02:57	3611/3611	---M--	200	added ('OK')	application/rss+xml	date:Sun,%2028%20Aug%202022%2002:02:57%20GMT	http://localhost:8080/mfweb/index.php/partners/related-websites?format=feed&type=rss	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/partners/related-websitesc0d0	(from http://localhost:8080/mfweb/index.php/partners/related-websites)
